E,U,u,b_p,b_q,a_p,a_q
1773392159305,2497659050,2497659051,[2.019 2.017],[1472.94 8827.75],[],[]
1773392159405,2497659052,2497659052,[],[],[2.026],[912.95]
1773392159905,2497659053,2497659053,[],[],[2.026],[892.82]
1773392160105,2497659054,2497659054,[],[],[2.05],[555.28]
1773392160205,2497659055,2497659056,[],[],[2.05],[554.]
1773392160305,2497659057,2497659060,[2.009],[1432.23],[2.025 2.027 2.05 ],[296.54 982.32 497.89]
1773392160405,2497659061,2497659062,[2.011],[1318.33],[2.03],[1262.7]
1773392160505,2497659063,2497659065,[2.007 2.006],[ 9130.03 45469.82],[2.03],[1581.]
1773392160905,2497659066,2497659066,[],[],[2.025],[115.5]
1773392161205,2497659067,2497659067,[1.971],[6.59],[],[]
1773392161705,2497659068,2497659068,[1.975],[4374.96],[],[]
1773392162105,2497659069,2497659070,[],[],[2.03],[1836.6]
1773392162205,2497659071,2497659072,[],[],[2.025],[414.18]
1773392162605,2497659073,2497659073,[],[],[2.027],[1205.82]
1773392163105,2497659074,2497659074,[],[],[2.03],[1262.7]
1773392163205,2497659075,2497659076,[],[],[2.029 2.03 ],[1508.74 1958.4 ]
1773392163305,2497659077,2497659077,[],[],[2.026],[694.96]
1773392163405,2497659078,2497659078,[],[],[2.026],[876.43]
1773392164005,2497659079,2497659080,[2.024],[423.54],[2.027],[1379.65]
1773392164105,2497659081,2497659082,[],[],[2.028 2.03 ],[1786.16 1567.4 ]
1773392164305,2497659083,2497659083,[],[],[2.025],[438.96]
1773392164405,2497659084,2497659084,[],[],[2.027],[1403.49]
1773392165305,2497659085,2497659086,[],[],[2.025 2.026],[556.71 758.55]
1773392165405,2497659087,2497659087,[],[],[2.025],[682.61]
1773392165505,2497659088,2497659106,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[    0.    1371.11   935.3   8756.46 12157.87  7891.21 25034.82   123.24
 36976.07]",[2.025 2.026 2.03  2.031 2.035],[  834.05   755.84   871.7  36290.54  1330.73]
1773392165605,2497659107,2497659149,[2.024 2.023 2.022 2.021 2.014 2.004 1.985 1.621 1.62 ],"[  112.5   1465.85   843.28  1235.75   759.61 12484.18 12989.18     0.
   722.02]",[2.024 2.025 2.026 2.028 2.029 2.034 2.045 2.06  2.061],"[    0.     741.54   746.67  1648.79  1364.48 11985.35 12789.74  1172.42
    58.  ]"
1773392165705,2497659150,2497659153,[1.62],[735.62],[2.025 2.027],[ 766.32 1379.65]
1773392166305,2497659154,2497659154,[2.021],[1435.75],[],[]
1773392166405,2497659155,2497659155,[],[],[2.029],[1340.08]
1773392166505,2497659156,2497659158,[2.015 2.005 1.986],[20132.54 20491.36 24083.25],[],[]
1773392166805,2497659159,2497659160,[2.024 2.023],[ 359.49 1218.83],[],[]
1773392167205,2497659161,2497659161,[2.022],[1043.28],[],[]
1773392167305,2497659162,2497659162,[],[],[2.025],[741.54]
1773392168105,2497659163,2497659163,[],[],[2.026],[766.19]
1773392168205,2497659164,2497659166,[],[],[2.025],[536.98]
1773392168305,2497659167,2497659169,[],[],[2.026 2.03 ],[768.9 871.7]
1773392168405,2497659170,2497659172,[],[],[2.025 2.026],[539.7  925.17]
1773392168605,2497659173,2497659173,[],[],[2.026],[905.65]
1773392168905,2497659174,2497659175,[],[],[2.03  2.032],[904.7  944.08]
1773392169705,2497659176,2497659176,[],[],[2.025],[564.48]
1773392170105,2497659177,2497659178,[],[],[2.05],[497.89]
1773392171605,2497659179,2497659179,[1.972],[5.49],[],[]
1773392171805,2497659180,2497659183,[2.024 2.022],[139.76 843.28],[2.025],[673.4]
1773392172405,2497659184,2497659184,[],[],[2.025],[648.57]
1773392172605,2497659185,2497659185,[1.976],[2019.63],[],[]
1773392173205,2497659186,2497659209,[2.024 2.023 2.022 2.021 2.015 2.014 2.005 2.004 1.986 1.985],"[    0.    1247.22   935.3   1235.75  8756.46 12111.82  7891.21 25046.45
   123.24 37017.17]",[2.024 2.025 2.026 2.033 2.034 2.044 2.045],[  137.28   627.32   813.63 19607.49   779.15 13107.94   312.11]
1773392173305,2497659210,2497659212,[],[],[2.024 2.025],[112.5  634.74]
1773392173505,2497659213,2497659213,[2.023],[961.08],[],[]
1773392173605,2497659214,2497659214,[2.023],[940.85],[],[]
1773392173705,2497659215,2497659216,[2.014 2.012],[12078.82   798.23],[],[]
1773392174305,2497659217,2497659218,[],[],[2.025 2.029],[ 920.88 1602.08]
1773392174805,2497659219,2497659219,[1.996 1.992],[30563.76 30832.57],[],[]
1773392175005,2497659220,2497659220,[],[],[2.045 2.049],[562.11 312.11]
1773392175705,2497659221,2497659222,[],[],[2.029],[1700.38]
1773392175806,2497659223,2497659223,[],[],[2.028],[1773.12]
1773392176105,2497659224,2497659224,[],[],[2.026],[654.65]
1773392176705,2497659225,2497659226,[],[],[2.029],[1589.88]
1773392177905,2497659227,2497659227,[],[],[2.025],[1037.71]
1773392178305,2497659228,2497659228,[1.821],[6.],[],[]
1773392178511,2497659229,2497659230,[],[],[2.031 2.034],[36323.54   746.15]
1773392178605,2497659231,2497659235,[2.023 1.821],[856.76  12.  ],[2.026 2.029],[ 813.63 1688.88]
1773392179305,2497659236,2497659237,[],[],[2.029],[1846.78]
1773392179405,2497659238,2497659241,[2.022],[910.34],[2.024 2.026],[ 292.87 1210.96]
1773392179505,2497659242,2497659243,[],[],[2.025 2.026],[1174.2  1051.98]
1773392179905,2497659244,2497659246,[2.023],[654.49],[2.025 2.027],[1194.2  1359.65]
1773392180105,2497659247,2497659248,[],[],[2.049],[312.11]
1773392180305,2497659249,2497659250,[],[],[2.024],[391.15]
1773392180705,2497659251,2497659254,[],[],[2.025 2.026],[1037.71  899.68]
1773392182405,2497659255,2497659255,[],[],[2.025],[1057.11]
1773392182705,2497659256,2497659256,[],[],[2.024],[492.25]
1773392182805,2497659257,2497659258,[],[],[2.029 2.038],[ 1340.08 50751.24]
1773392182905,2497659259,2497659260,[2.02],[1666.21],[2.027],[1383.84]
1773392183305,2497659261,2497659262,[2.019 2.017],[1439.94 8860.75],[],[]
1773392185405,2497659263,2497659263,[],[],[2.024],[467.47]
1773392185505,2497659264,2497659264,[],[],[2.024],[492.25]
1773392185705,2497659265,2497659265,[],[],[2.024],[517.08]
1773392185905,2497659266,2497659266,[],[],[2.05],[28596.84]
1773392186806,2497659267,2497659267,[],[],[2.031],[36499.64]
1773392187205,2497659268,2497659268,[],[],[2.027],[1408.26]
1773392187705,2497659269,2497659270,[],[],[2.027 2.028],[1513.98 1797.52]
1773392187805,2497659271,2497659275,[2.023],[428.27],[2.024 2.025 2.026],[ 541.5  1054.39  924.04]
1773392187906,2497659276,2497659280,[2.022],[913.06],[2.024 2.025 2.027 2.05 ],[ 544.22 1034.99 1489.79  497.89]
1773392188305,2497659281,2497659282,[],[],[2.031 2.038],[36323.54 36424.41]
1773392188406,2497659283,2497659283,[],[],[2.025],[1058.83]
1773392188605,2497659284,2497659284,[2.022],[910.34],[],[]
1773392188705,2497659285,2497659285,[2.023],[430.99],[],[]
1773392189305,2497659286,2497659286,[],[],[2.026],[899.68]
1773392189405,2497659287,2497659289,[],[],[2.024 2.025 2.028],[ 519.39 1034.99 1773.12]
1773392189905,2497659290,2497659290,[],[],[2.024],[494.97]
1773392190105,2497659291,2497659297,[2.019 2.018 2.016 2.015 2.013 2.01  2.006 2.005],[ 1983.3   2729.47  4382.42 13920.94  8454.29 16591.88 36846.17   723.19],[2.049],[312.11]
1773392190205,2497659298,2497659299,[],[],[2.024 2.027],[ 470.19 1465.37]
1773392190605,2497659300,2497659309,[2.023 2.022],[1006.11  910.34],[2.024 2.029],[ 115.22 1340.08]
1773392190705,2497659310,2497659310,[],[],[2.024],[112.5]
1773392190805,2497659311,2497659311,[],[],[2.025],[1037.71]
1773392191005,2497659312,2497659312,[2.021],[1435.75],[],[]
1773392191505,2497659313,2497659320,[2.018 2.016 2.015 2.013 2.008 2.005 2.004],[  983.7    923.25  8756.46  1286.27 17012.03  9346.84 32214.47],[],[]
1773392191605,2497659321,2497659321,[2.019],[1439.94],[],[]
1773392192106,2497659322,2497659322,[],[],[2.025],[1057.82]
1773392192605,2497659323,2497659323,[],[],[2.025],[1037.71]
1773392192705,2497659324,2497659324,[1.821],[18.],[],[]
1773392193105,2497659325,2497659325,[1.821],[24.],[],[]
1773392193305,2497659326,2497659326,[2.019],[1653.19],[],[]
1773392197005,2497659327,2497659331,[2.023 2.019 1.821],[1025.69 1439.94   12.  ],[2.025],[1057.55]
1773392197505,2497659332,2497659332,[],[],[2.025],[1037.71]
1773392197905,2497659333,2497659333,[2.023],[1006.11],[],[]
1773392198105,2497659334,2497659334,[],[],[2.027],[1490.21]
1773392200105,2497659335,2497659339,[],[],[2.027 2.049],[1465.37  312.11]
1773392202405,2497659340,2497659340,[2.023],[1026.18],[],[]
1773392203605,2497659341,2497659341,[],[],[2.027],[1490.23]
1773392204605,2497659342,2497659356,[2.023],[1026.18],[2.024 2.025 2.026 2.033 2.034 2.044 2.045 2.05 ],[  112.5   1214.31   899.68  8378.65 12034.69   625.3  13018.78 29327.83]
1773392204707,2497659357,2497659362,[2.023],[1152.79],[2.024 2.025 2.026 2.034 2.045],[   0.   1122.29  991.7   746.15  562.11]
1773392204805,2497659363,2497659363,[2.019],[1741.96],[],[]
1773392204905,2497659364,2497659372,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[  112.5   1244.81   818.32 20114.52   726.61 21993.18 19652.2  23980.16
 12989.18]",[],[]
1773392205005,2497659373,2497659376,[],[],[2.025 2.026 2.029],[1171.9  1015.54 1364.48]
1773392205205,2497659377,2497659383,[2.024 2.023 2.022 2.015 2.005 1.986],[ 112.5  1152.79  910.34 8756.46 9346.84  123.24],[],[]
1773392205305,2497659384,2497659385,[2.023 2.022],[1244.81  818.32],[],[]
1773392205605,2497659386,2497659398,[2.024 2.023 2.022],[   0.   1026.18  910.34],[2.024 2.025 2.026 2.032 2.034 2.045],[  214.63  1214.31   923.52  1127.21 11979.56 13035.3 ]
1773392205705,2497659399,2497659402,[],[],[2.026 2.029 2.034 2.045],[ 899.68 1340.08  746.15  562.11]
1773392205805,2497659403,2497659409,[2.023],[1152.79],[2.024 2.025 2.026],[  0.   836.15 817.87]
1773392205905,2497659410,2497659423,[2.024 2.023 2.022 2.015 2.005 1.986],[  286.33  1244.81   818.32 20091.23 21907.74 23953.57],[2.025 2.026 2.027],[ 508.62  691.63 1510.23]
1773392206205,2497659424,2497659426,[],[],[2.025 2.029 2.03 ],[ 533.4  1586.58 1747.8 ]
1773392206605,2497659427,2497659427,[],[],[2.038],[50793.49]
1773392206705,2497659428,2497659430,[],[],[2.029 2.034 2.045],[ 1610.98 12027.79 13027.61]
1773392206905,2497659431,2497659431,[],[],[2.026],[711.47]
1773392207106,2497659432,2497659433,[],[],[2.029 2.03 ],[1364.48  904.7 ]
1773392207205,2497659434,2497659435,[],[],[2.025 2.028],[ 557.82 1797.54]
1773392207305,2497659436,2497659436,[],[],[2.025],[582.65]
1773392207405,2497659437,2497659437,[],[],[2.026],[735.31]
1773392207505,2497659438,2497659441,[],[],[2.026 2.029 2.034 2.036],[  759.73  1388.9  11994.79   345.11]
1773392207705,2497659442,2497659443,[],[],[2.026],[808.99]
1773392208330,2497659444,2497659450,[2.024 2.023 2.02 ],[   0.    850.67 1466.21],[2.026 2.028],[ 977.59 1822.46]
1773392208481,2497659451,2497659495,"[2.023 2.022 2.021 2.02  2.019 2.017 2.015 2.006 2.005 2.004 1.988 1.986
 1.985]","[2.720000e+00 7.983200e+02 1.327770e+03 1.273300e+03 1.439940e+03
 1.426250e+03 1.315110e+03 2.687876e+04 9.346840e+03 9.674540e+03
 1.733900e+02 1.232400e+02 4.016400e+02]","[2.024 2.025 2.026 2.027 2.028 2.029 2.031 2.033 2.034 2.038 2.042 2.045
 2.053 2.057]","[6.966100e+02 9.029500e+02 1.450970e+03 1.534590e+03 1.846880e+03
 1.388900e+03 2.893838e+04 9.992900e+02 7.131500e+02 4.098064e+04
 5.272600e+02 5.621100e+02 3.000000e+00 6.510000e+00]"
1773392208562,2497659496,2497659524,[2.021 2.017 2.014 2.006 2.004 1.988 1.985],[ 1255.75  8860.75 12088.66 36846.17 22242.73 12744.22 24314.87],[2.024 2.025 2.026 2.027 2.031 2.033 2.038 2.044 2.053 2.058],"[  788.    1264.4   1282.37  1539.29 36323.54 19589.03 50794.16 13155.96
 12183.08   168.09]"
1773392208626,2497659525,2497659530,[2.021],[1347.77],[2.025 2.027 2.028 2.053],[ 1215.52  1514.59  1822.46 12295.58]
1773392208705,2497659531,2497659583,[2.023 2.022 2.021 2.02  2.018 2.017 2.015 2.014 2.013 2.004 1.985],"[   0.    422.29 1255.75 1365.32 1409.44 1426.25 8756.46  726.61 8734.13
 9674.54  401.64]",[2.023 2.024 2.025 2.026 2.027 2.028 2.033 2.044 2.056 2.065],"[ 186.53 1048.85 1232.83 1214.27 1490.23 1798.04 8378.65  625.3   198.84
    0.  ]"
1773392208805,2497659584,2497659593,[2.019],[1589.28],[2.023 2.024 2.025 2.026 2.029 2.031],[ 137.28  999.59 1205.75 1189.85 1364.48 8752.16]
1773392208905,2497659594,2497659607,[2.022],[604.89],[2.024 2.027 2.028 2.029 2.032 2.038 2.05 ],[ 1002.31  1465.37  3614.57 28962.49   944.08 36425.08   497.89]
1773392209005,2497659608,2497659614,[2.02],[1273.3],[2.024 2.026 2.027 2.028],[ 978.47 1333.43 1903.31 3180.15]
1773392209105,2497659615,2497659615,[2.021],[1347.77],[],[]
1773392209205,2497659616,2497659623,[2.015 2.013 2.006 2.004 1.988],[ 8756.46  8734.13 26878.76 19652.2    173.39],[2.023 2.031 2.033 2.038 2.042 2.053],[  112.5   8752.16  8378.65 26611.56 10322.35   115.5 ]
1773392209405,2497659624,2497659628,[],[],[2.027 2.029],[ 1619.14 28694.07]
1773392209505,2497659629,2497659630,[2.021],[1367.5],[2.026],[1189.85]
1773392209705,2497659631,2497659636,[2.013 2.003 1.984],[20027.98 12942.97 23951.57],[2.032 2.043 2.063],[12206.89 15129.13 23632.38]
1773392209805,2497659637,2497659640,[2.006 1.988],[36846.17 12744.22],[2.038 2.053],[36425.08 12295.58]
1773392210105,2497659641,2497659642,[],[],[2.048],[511.37]
1773392210205,2497659643,2497659644,[2.021],[1392.22],[2.024],[792.4]
1773392210305,2497659645,2497659647,[2.022 2.019],[ 654.33 1614.  ],[],[]
1773392210405,2497659648,2497659649,[2.019],[1638.72],[2.032],[12389.31]
1773392210505,2497659650,2497659657,[2.022 2.021 2.02  2.019 2.018],[ 703.77 1441.66 1298.02 1663.44 1458.88],[],[]
1773392211105,2497659658,2497659660,[2.021 2.018],[1392.22 1434.16],[],[]
1773392211505,2497659661,2497659662,[2.021 2.018],[1416.94 1736.45],[],[]
1773392211805,2497659663,2497659664,[1.985],[12989.18],[2.057],[12158.36]
1773392211905,2497659665,2497659665,[],[],[2.032],[12206.89]
1773392212305,2497659666,2497659668,[2.02  1.988 1.986],[ 1273.3  12689.22   178.24],[],[]
1773392212306,2497659666,2497659668,[2.02  1.988 1.986],[ 1273.3  12689.22   178.24],[],[]
1773392212905,2497659669,2497659669,[],[],[2.026],[1215.13]
1773392213005,2497659670,2497659670,[2.018],[1761.17],[],[]
1773392213105,2497659671,2497659706,[2.023 2.022 2.021 2.02  2.019 2.014 2.013 2.004 2.003 1.985 1.984 1.622],"[3.110300e+02 1.399720e+03 1.275480e+03 1.298000e+03 1.688140e+03
 1.202593e+04 8.734130e+03 3.221920e+04 3.221300e+02 3.682576e+04
 3.000000e+00 2.716000e+01]",[2.023 2.024 2.025 2.029 2.032 2.033 2.043 2.044],[    0.     449.85  1297.77 29495.67   944.08 19585.45  2617.18 13159.93]
1773392213205,2497659707,2497659733,[2.023 2.022 2.019 2.018 1.619],[ 286.33 1276.15 1613.98 1711.73    6.8 ],[2.024 2.026 2.028 2.029],[ 447.13 1189.85 1773.12 1474.86]
1773392213305,2497659734,2497659746,[2.023 2.022 2.02  2.019],[ 112.5  1251.45 1273.3  1589.28],[2.025 2.026 2.027 2.03 ],[ 1076.99   873.94  1083.39 28489.11]
1773392213505,2497659747,2497659747,[2.017],[1409.4],[],[]
1773392213605,2497659748,2497659748,[2.014 2.011],[12212.58  1131.4 ],[],[]
1773392213705,2497659749,2497659774,[2.023 2.022 2.021 2.02  2.014 2.004 1.985],[  112.5   1071.57  1275.48  1473.3    913.26 19652.2  12989.18],[2.024 2.025 2.026],[ 447.13 1056.99 1067.03]
1773392213805,2497659775,2497659775,[],[],[2.025],[1280.49]
1773392214005,2497659776,2497659779,[2.023],[464.25],[2.027],[1493.4]
1773392214105,2497659780,2497659783,[2.014 2.004 1.985],[12262.52 32237.59 36987.58],[2.029],[1096.06]
1773392214205,2497659784,2497659784,[],[],[2.029],[1747.26]
1773392214305,2497659785,2497659785,[2.014 2.011],[12075.87  1318.33],[],[]
1773392214705,2497659786,2497659786,[2.021],[1475.48],[],[]
1773392215205,2497659787,2497659787,[2.023],[286.33],[],[]
1773392216005,2497659788,2497659788,[2.022],[1091.78],[],[]
1773392216105,2497659789,2497659790,[],[],[2.029],[1418.16]
1773392216305,2497659791,2497659792,[],[],[2.029],[1516.46]
1773392216905,2497659793,2497659793,[],[],[2.025],[1277.77]
1773392217005,2497659794,2497659794,[],[],[2.024],[449.85]
1773392217405,2497659795,2497659796,[2.021],[1275.48],[2.029],[1096.06]
1773392218705,2497659797,2497659797,[2.018],[1728.57],[],[]
1773392218805,2497659798,2497659798,[],[],[2.024],[474.63]
1773392220205,2497659799,2497659800,[],[],[2.029 2.048],[1664.26  567.96]
1773392220305,2497659801,2497659801,[],[],[2.048],[511.37]
1773392220405,2497659802,2497659806,[2.011],[1208.18],[2.025 2.026 2.03 ],[ 1258.94   949.77 28379.99]
1773392220505,2497659807,2497659808,[2.01],[16702.05],[2.028],[1882.32]
1773392220905,2497659809,2497659809,[],[],[2.027],[1518.37]
1773392221005,2497659810,2497659810,[],[],[2.037],[14853.26]
1773392221105,2497659811,2497659811,[],[],[2.036],[518.94]
1773392221605,2497659812,2497659812,[],[],[2.024],[449.85]
1773392222305,2497659813,2497659815,[2.023],[537.31],[2.024 2.029],[ 281.24 1096.06]
1773392222405,2497659816,2497659822,[2.022],[1089.06],[2.024 2.029],[ 278.52 1698.56]
1773392222505,2497659823,2497659829,[2.023],[540.03],[2.024 2.025 2.029],[ 119.92 1038.16 1432.66]
1773392222605,2497659830,2497659831,[2.022 2.02 ],[1113.76 1498.  ],[],[]
1773392222805,2497659832,2497659832,[],[],[2.025],[1178.54]
1773392223005,2497659833,2497659833,[],[],[2.05],[28625.31]
1773392223305,2497659834,2497659835,[2.022 2.02 ],[1089.06 1473.3 ],[],[]
1773392223905,2497659836,2497659837,[2.017 2.013],[8844.14 1286.27],[],[]
1773392224005,2497659838,2497659855,[2.023 2.022],[ 851.5  1089.06],[2.024 2.025 2.026 2.033 2.034 2.044 2.045 2.063 2.065],"[    0.    1253.12  1041.79  8378.65 11933.41   625.3  13109.46     0.
 23843.22]"
1773392224105,2497659856,2497659871,[2.023 2.017 2.008],[  851.5  10589.91 15266.26],[2.024 2.025 2.026 2.029 2.03  2.034 2.045],[   0.   1253.12 1041.79 1096.06  795.58  713.15  562.11]
1773392224205,2497659872,2497659895,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985 1.975],"[  112.5   1359.81   839.38 20067.64   726.61 21885.71 19652.2  24209.65
 12989.18  4262.46]",[2.025 2.026 2.027 2.029 2.031 2.036],[  840.37   818.29  1344.54  1333.54 36322.99   742.44]
1773392224305,2497659896,2497659898,[2.018],[1302.83],[2.026],[1041.79]
1773392224405,2497659899,2497659899,[2.019],[1439.94],[],[]
1773392224605,2497659900,2497659900,[2.021],[1475.48],[],[]
1773392225105,2497659901,2497659902,[],[],[2.034 2.045],[11972.41 13069.64]
1773392225205,2497659903,2497659904,[],[],[2.025],[885.08]
1773392225305,2497659905,2497659905,[],[],[2.032],[1125.31]
1773392225505,2497659906,2497659906,[],[],[2.028],[1907.01]
1773392226005,2497659907,2497659908,[],[],[2.027 2.028],[1319.57 1882.32]
1773392226206,2497659909,2497659909,[],[],[2.025],[865.15]
1773392226305,2497659910,2497659912,[],[],[2.032 2.037 2.05 ],[944.08 784.3  497.89]
1773392226505,2497659913,2497659925,[2.024 2.023 2.022 2.019 2.015 2.014 2.005 2.004 1.986 1.985],"[    0.    1016.81   931.4   1557.45  8756.46 12072.93  9346.84 32316.76
   178.24 36854.09]",[2.025 2.027],[ 991.76 1493.4 ]
1773392226605,2497659926,2497659937,[2.023 2.021],[ 890.2  1275.48],[2.024 2.025 2.026 2.027 2.033 2.034 2.044 2.045],[  112.5   1083.42   949.77  1517.82 19586.71   713.15 13069.85   562.11]
1773392226705,2497659938,2497659949,[2.023 2.022 2.017 2.011],[ 544.02  931.4  8844.14 2953.95],[2.024 2.025 2.027],[ 137.28  892.4  1493.4 ]
1773392226805,2497659950,2497659950,[],[],[2.024],[112.5]
1773392227705,2497659951,2497659951,[],[],[2.024],[137.28]
1773392228905,2497659952,2497659952,[2.01],[16340.59],[],[]
1773392230105,2497659953,2497659956,[],[],[2.049],[312.11]
1773392230405,2497659957,2497659957,[],[],[2.032],[1126.21]
1773392230805,2497659958,2497659960,[2.023],[296.47],[2.029],[1811.74]
1773392231405,2497659961,2497659961,[],[],[2.032],[944.08]
1773392232405,2497659962,2497659963,[],[],[2.027 2.028],[1517.82 1906.72]
1773392232505,2497659964,2497659964,[],[],[2.025],[916.24]
1773392232805,2497659965,2497659965,[2.022],[1099.38],[],[]
1773392232905,2497659966,2497659966,[2.023],[485.41],[],[]
1773392233105,2497659967,2497659968,[],[],[2.029],[1635.64]
1773392233306,2497659969,2497659976,[2.023 2.022 2.008 2.007 2.005 2.004],[  296.47   931.4  20430.74 16298.05  4182.36 25148.74],[2.024 2.027],[ 203.08 1493.4 ]
1773392233405,2497659977,2497659978,[],[],[2.025 2.028],[ 892.4  1882.32]
1773392233505,2497659979,2497659979,[],[],[2.024],[137.28]
1773392233605,2497659980,2497659980,[2.023],[549.33],[],[]
1773392233705,2497659981,2497659982,[],[],[2.029],[1744.54]
1773392234005,2497659983,2497659983,[],[],[2.024],[203.58]
1773392234105,2497659984,2497659984,[1.819],[12.],[],[]
1773392234305,2497659985,2497659986,[2.014],[12059.52],[2.024],[178.8]
1773392234605,2497659987,2497659987,[],[],[2.027],[1517.72]
1773392234805,2497659988,2497659990,[],[],[2.024 2.029],[ 112.5  1586.84]
1773392235005,2497659991,2497660000,[2.023],[675.94],[2.024 2.025 2.026 2.033 2.034 2.044 2.045],[    0.     964.18  1041.79  8378.65 11976.86   625.3  13006.76]
1773392235105,2497660001,2497660002,[2.023],[760.03],[2.029],[1333.54]
1773392235505,2497660003,2497660003,[2.021],[1475.48],[],[]
1773392235605,2497660004,2497660008,[2.023],[633.42],[2.024 2.026 2.034 2.045],[112.5  949.77 713.15 562.11]
1773392235705,2497660009,2497660013,[2.023],[760.03],[2.024 2.025 2.026],[   0.    964.18 1041.79]
1773392235905,2497660014,2497660014,[],[],[2.032],[1122.19]
1773392236105,2497660015,2497660017,[],[],[2.027 2.034 2.045],[ 1493.4  11900.39 13086.32]
1773392236405,2497660018,2497660018,[],[],[2.032],[944.08]
1773392237105,2497660019,2497660019,[],[],[2.05],[28938.16]
1773392238405,2497660020,2497660029,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[  112.5    852.05   839.38 20066.16   713.2  16774.8  12484.18 24230.22
 12989.18]",[2.025],[837.57]
1773392238505,2497660030,2497660036,[2.024 2.023 2.022 2.015 2.005 1.986],[   0.    760.03  931.4  8756.46 4182.36  178.24],[2.025],[964.18]
1773392239505,2497660037,2497660039,[2.014 2.004 1.985],[12033.73 25073.92 36826.75],[],[]
1773392239905,2497660040,2497660046,[2.024 2.023 2.022 2.014 2.004 1.985],[  112.5    852.05   839.38   713.2  12484.18 12989.18],[2.025],[837.57]
1773392240005,2497660047,2497660047,[1.822],[6.],[],[]
1773392240105,2497660048,2497660052,[],[],[2.027 2.05 ],[ 1518.26 28938.16]
1773392240205,2497660053,2497660053,[1.822],[12.],[],[]
1773392240505,2497660054,2497660054,[2.024],[0.],[],[]
1773392240605,2497660055,2497660060,[2.023 2.022 2.014 2.004 1.985],[  760.03   931.4  12017.47 25058.81 36851.06],[2.025],[964.18]
1773392240805,2497660061,2497660061,[2.02],[1687.02],[],[]
1773392240905,2497660062,2497660062,[],[],[2.038],[50677.26]
1773392241306,2497660063,2497660064,[2.023 2.009],[ 770.03 1032.74],[],[]
1773392241405,2497660065,2497660067,[2.018 2.009],[1707.13  739.59],[2.032],[1127.03]
1773392241505,2497660068,2497660076,[2.024 2.023 2.022 2.019 2.018 2.014 2.004 1.985],[  112.5    862.05   839.38  1750.61  2000.26   713.2  12484.18 12989.18],[2.025],[837.57]
1773392241605,2497660077,2497660079,[2.015 2.005 1.986],[20112.38 16760.93 24171.45],[],[]
1773392241705,2497660080,2497660081,[2.021],[1455.75],[2.025],[857.48]
1773392241805,2497660082,2497660088,[2.024 2.023 2.022 2.015 2.005 1.986],[   0.    770.03  931.4  8756.46 4182.36  178.24],[2.025],[984.09]
1773392242205,2497660089,2497660090,[2.023],[789.65],[2.025],[964.18]
1773392242405,2497660091,2497660092,[],[],[2.032 2.038],[  944.08 36425.08]
1773392242505,2497660093,2497660096,[2.024 2.023 2.022],[112.5  881.67 839.38],[2.025],[837.57]
1773392242605,2497660097,2497660105,[2.024 2.023 2.022 2.014 2.004 1.985],[    0.     789.65   931.4  12089.37 25134.45 36839.44],[2.025 2.027 2.05 ],[ 964.18 1493.4   497.89]
1773392244705,2497660106,2497660115,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[  112.5    881.67   839.38 20107.39   713.2  16794.27 12484.18 24140.49
 12989.18]",[2.025],[837.57]
1773392245605,2497660116,2497660116,[],[],[2.027],[1518.38]
1773392245805,2497660117,2497660126,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[    0.     789.65   931.4   8756.46 12087.64  4182.36 25039.74   178.24
 36818.65]",[2.025],[964.18]
1773392246605,2497660127,2497660127,[],[],[2.027],[1493.4]
1773392247705,2497660128,2497660128,[2.021],[1255.75],[],[]
1773392250105,2497660129,2497660130,[],[],[2.049],[312.11]
1773392251105,2497660131,2497660131,[],[],[2.027],[1517.49]
1773392251605,2497660132,2497660132,[],[],[2.027],[1493.4]
1773392252305,2497660133,2497660142,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[  112.5    881.67   839.38 20072.19   713.2  16829.87 12484.18 24180.88
 12989.18]",[2.025],[837.57]
1773392252405,2497660143,2497660143,[],[],[2.025],[862.35]
1773392252905,2497660144,2497660144,[],[],[2.028],[1906.74]
1773392253305,2497660145,2497660145,[2.021],[1455.75],[],[]
1773392253405,2497660146,2497660146,[],[],[2.028],[1882.32]
1773392255505,2497660147,2497660147,[],[],[2.025],[837.57]
1773392255905,2497660148,2497660148,[],[],[2.025],[862.35]
1773392257605,2497660149,2497660166,[2.024 2.023 2.022 2.021 2.02  2.015 2.005 1.986],[   0.    663.04  931.4  1255.75 1473.3  8756.46 4182.36  178.24],[2.024 2.025 2.026 2.034 2.045],[137.28 800.38 949.77 713.15 562.11]
1773392257705,2497660167,2497660172,[2.014 2.004 1.985],[12107.8  25107.54 36953.39],[2.025 2.033 2.044],[  892.4  19663.03 13056.55]
1773392257805,2497660173,2497660173,[],[],[2.024],[112.5]
